Asset,SKA-B.ST,EKTA-B.ST,GETI-B.ST,ERIC-B.ST,TEL2-B.ST,HM-B.ST,SKA-B.ST,EKTA-B.ST,GETI-B.ST,ERIC-B.ST,TEL2-B.ST,HM-B.ST
Channel,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close
2019-12-30,199.75123596191406,121.30484771728516,171.1553497314453,80.188720703125,129.2465057373047,190.47999572753906,211.6999969482422,123.3499984741211,174.0,81.55999755859375,135.85000610351562,190.47999572753906
2020-01-02,203.99725341796875,122.7308120727539,173.17184448242188,82.58770751953125,131.10171508789062,192.8000030517578,216.1999969482422,124.80000305175781,176.0500030517578,84.0,137.8000030517578,192.8000030517578
2020-01-03,200.69480895996094,119.23966217041016,171.30287170410156,81.15225219726562,130.19790649414062,190.17999267578125,212.6999969482422,121.25,174.14999389648438,82.54000091552734,136.85000610351562,190.17999267578125
2020-01-07,202.7706298828125,114.47008514404297,173.61447143554688,82.11576843261719,131.910400390625,192.89999389648438,214.89999389648438,116.4000015258789,176.5,83.5199966430664,138.64999389648438,192.89999389648438
2020-01-08,203.52548217773438,114.37174224853516,174.40139770507812,82.37139892578125,133.14720153808594,192.5,215.6999969482422,116.30000305175781,177.3000030517578,83.77999877929688,139.9499969482422,192.5
2020-01-09,205.223876953125,113.28997039794922,175.3850555419922,82.62703704833984,135.66839599609375,190.0399932861328,217.5,115.19999694824219,178.3000030517578,84.04000091552734,142.60000610351562,190.0399932861328
2020-01-10,207.2053680419922,113.04412078857422,176.41787719726562,80.77864074707031,135.0023956298828,185.0399932861328,219.60000610351562,114.94999694824219,179.35000610351562,82.16000366210938,141.89999389648438,185.0399932861328
2020-01-13,209.3755340576172,107.09442901611328,173.90957641601562,82.15509796142578,134.33644104003906,185.17999267578125,221.89999389648438,108.9000015258789,176.8000030517578,83.55999755859375,141.1999969482422,185.17999267578125
2020-01-14,214.09332275390625,107.88116455078125,176.95887756347656,81.21124267578125,135.28782653808594,184.8000030517578,226.89999389648438,109.69999694824219,179.89999389648438,82.5999984741211,142.1999969482422,184.8000030517578
2020-01-15,214.94253540039062,110.63473510742188,176.0244140625,81.8404769897461,131.29197692871094,183.1999969482422,227.8000030517578,112.5,178.9499969482422,83.23999786376953,138.0,183.1999969482422
2020-01-16,216.8296356201172,112.01152801513672,175.23748779296875,84.101806640625,132.52880859375,184.86000061035156,229.8000030517578,113.9000015258789,178.14999389648438,85.54000091552734,139.3000030517578,184.86000061035156
